-1.177024399046333381e+00,-1.699817743200662923e+00,-1.039394172091987256e+00,-1.040952378252425203e-01,-4.075392557831786222e-01,-8.830306351873526971e-01,-2.814302157993840425e-01,6.029163698102683044e-01,-1.866786879839099078e-01,4.900377750282885470e-01,1.563450198457251306e+00,1.268976014186987911e+00,-1.126485237682258722e-01,-1.469229349210118274e-01,-2.212208932492435998e-01,-9.807661291535301196e-01,-8.222316145460257797e-01,-2.811818201854833776e-01,-9.194307449628134942e-04,5.130427159515702634e-02,7.124199509432915800e-01,1.226114077144287995e+00,1.356479872439861234e+00,4.224180732831452900e-01,1.214156697632777157e-02,-1.537640751017467777e-01,-7.541978556921428989e-02,-1.144741198850533381e+00,-6.184870609926393925e-01,-3.235786242217528752e-01,-9.620930216429407489e-01,-9.448486316325714895e-01,9.864734380819072390e-01,5.660672695711693736e-01,9.180648679530956091e-01,5.419456601833509968e-01,2.811212838169757644e-01,1.831965457782329665e-01,4.190472312173151304e-01,1.148137897806820629e+00,7.156878139978114506e-01,6.970252875110117818e-01,1.310546597390449985e+00,5.905931816246218213e-01,5.869143431451272486e-01,5.813515582558211880e-01,-3.037519006196953142e-01,-2.572352455423573131e-02,6.879766826288317150e-01,6.776570262851601412e-02,1.601746759091525751e+00,1.163779784394176398e+00,5.093858967804915094e-01,-5.523328821676470879e-02,-3.766276105260501494e-01,-4.290925403859450760e-01,-7.125922991357921399e-01,-6.266043200434909810e-01,-4.328528705228815721e-01,-7.313016385135486797e-01,-1.356976486746739319e-01,1.835241511170185302e-01,-5.637698569958417283e-02,-7.640763459849219119e-01
-1.099925269847226383e+00,-4.892112955507423866e-01,-9.140716222448802553e-01,-8.615394010491234100e-01,-8.081769895107052681e-01,8.138148863859151483e-02,8.938704480586789902e-02,1.046415964713560243e+00,5.636052276654982540e-01,1.437129397100576744e+00,1.256753456332302621e+00,1.391643925501272472e-01,-3.730795853359490932e-01,4.499397351549348500e-01,1.092146764750822285e+00,8.575561116712294707e-01,1.210408893693593058e+00,2.525405355466683321e-01,3.239116714386305329e-01,-8.616872765419391067e-01,1.240278657365082166e-01,9.126535360346370584e-01,3.816862353061308277e-01,3.568867930469542538e-01,1.723038469735195255e-01,-2.538993810338283086e-01,-6.813630387495784868e-01,-1.428291424000752485e+00,-7.882000918334721717e-01,1.600181676996002000e-01,1.934347401008999490e-01,-1.264302736689133067e+00,-1.695886381147763133e-01,-5.527657336205322319e-02,3.266180377400871859e-01,7.222407143012998798e-01,1.033276323552102749e+00,-1.236466880876757046e-01,1.107122277168750113e+00,1.695982516832135856e+00,2.043449700003847069e-01,2.338024029648927415e-01,-1.313225559108957552e-01,-2.645286822654032699e-01,4.463106270945010334e-01,6.380875397088973111e-01,3.470360295340441104e-02,-2.176660135571663601e-01,5.944178693196685570e-01,4.853096041763668156e-01,1.342247337196716295e+00,1.482724310245262522e+00,3.350318878424783930e-01,-4.883892056074498056e-01,-5.650272133731089053e-01,-7.266173812352003658e-01,-1.138523246056048821e+00,-4.395378375866234033e-01,-9.851293814206434352e-01,-8.086934164366659239e-01,-1.210192592165227760e-01,7.848173640335663614e-02,-7.379062784243727302e-01,-1.147578401967343398e+00
-1.261416108598691910e+00,-2.346815502357803007e-01,-3.119890089333413608e-01,-8.026104943244277701e-01,-5.821630471999943435e-01,-4.713578065718473931e-02,-3.238122876767169922e-01,1.954450603184781365e-01,9.881844426730624908e-01,1.227229771828797444e+00,7.291314224801994648e-01,7.177650377304167773e-01,9.122457064961617679e-01,7.922099434398879314e-01,1.250302942063892697e+00,1.912883258161163447e+00,1.104541822881039081e+00,8.389860818833007050e-01,3.713090351068566997e-01,-5.209754359162724890e-01,-3.282030245635774723e-01,-5.575913118900648335e-01,6.803963046303769246e-01,5.334949629626215550e-01,-8.103494694839534773e-01,-3.737839793783712117e-01,-1.019278118273785561e+00,-5.877051769664198844e-01,-7.232243908501972962e-01,7.788898286927503634e-01,-9.281209173087644482e-01,-8.267922219641961057e-01,2.367447566417821281e-01,-9.731717578624539964e-04,-3.804011140110039046e-01,5.522442453808673601e-01,1.030275626409753453e+00,7.162073212471977701e-01,1.298996539544951645e+00,8.976137357298287212e-01,6.348999339559920907e-01,-9.370621326022672282e-01,-1.324563777293860989e+00,5.874206519587034103e-01,1.441283885084185146e+00,7.215713861171513255e-01,3.796970387952287862e-02,-2.909707913961739889e-01,5.987387168789570779e-01,1.853313974950453691e+00,1.074152058619160632e+00,7.174235275097348152e-01,3.333673483919521452e-01,3.064467895166809661e-02,-9.479950035004316433e-01,-1.741931614081340118e+00,-1.528763961766496760e+00,-7.666490578124156574e-01,-3.728180352604423264e-01,-7.525236529299347277e-01,4.417705811180722697e-01,2.704832009830288389e-02,-1.145857276092222987e+00,-1.631463604285744662e+00
-7.433638593036863140e-01,-1.075369942547921287e-01,-4.270831015375209372e-01,7.852914687251290049e-01,-1.528052260885156000e-01,2.212272974731303576e-01,-5.001229551374588578e-01,2.381564908988908959e-03,7.670949915340987690e-01,9.031359392610083248e-01,1.428738847400103706e+00,1.210158618232197059e+00,5.037431449482236978e-01,1.098057331902461797e+00,2.128326412426607916e+00,2.187301158651783872e+00,1.084637368169270033e+00,2.133947117028188512e+00,5.223748217170043340e-01,1.352517809600141119e-01,7.500674248854556359e-01,6.913161933569954565e-01,6.217477599825271817e-01,6.307987240457557654e-01,-9.410412851124626554e-01,-4.374612995362564538e-01,-5.818568528755747593e-01,-1.200376444191153524e+00,-1.193085005691410183e+00,-2.041943830991352349e-01,-1.077429041286483091e+00,-2.953202154412815084e-01,-3.946096329765443333e-01,8.133763929844453622e-03,-4.078106709526925222e-01,4.176173520112491100e-01,1.315316614669317596e+00,1.924171913919953791e+00,8.098280881520296681e-01,1.508725212294250495e+00,1.002612622703255685e+00,1.053391934567991184e+00,-6.827728787454850901e-01,8.805519449920788944e-01,1.617732094399420673e+00,5.801481712698774995e-01,-5.254217790466978455e-01,-1.102830170946646371e+00,6.757890984793836209e-01,1.110292441991955981e+00,1.281952833506899703e-01,-4.826752270605511042e-01,5.148920991855260310e-01,2.222589858348131275e-01,-6.021077443958017250e-01,-1.806360417062189638e+00,-1.075488061776562754e+00,-4.019100471279005715e-01,-1.332702458453317362e+00,-2.214336500230539517e+00,-1.815790380809050752e+00,-8.928978926117911441e-02,-1.054338343764276598e+00,-6.249554488361285243e-01
-1.147037632738310053e+00,2.394032070269883072e-01,-2.126847647899290927e-02,3.631742179965971040e-01,-1.587847124801907706e-01,2.085672281125156569e-01,9.510331099095530316e-01,1.169606197033284500e+00,1.371848409671019065e+00,1.790237571731882582e+00,1.982089477642387854e+00,1.834691183935498460e+00,6.337568535361142175e-01,4.537986866890642568e-01,2.929622367125763294e+00,2.213967741611424511e+00,1.936182975842324128e+00,1.439073501659647869e+00,6.897863288521768332e-01,6.115661738010949033e-01,1.333739377426281791e+00,1.220760402743219952e+00,1.466693320799089317e+00,5.697988184101855369e-01,-8.738293305067741379e-01,-7.909895828902607784e-01,-2.155079470891794746e-01,-9.565019044519827984e-01,-1.224299288888786030e+00,-1.056250851111463218e+00,-9.277752136017545226e-01,-1.197439452608009880e+00,-3.217453881823649775e-01,-5.607029880756145834e-01,-7.273875874830779686e-01,1.273968382765702012e+00,1.581311657440178431e+00,9.719036473959727918e-01,1.222014243724893978e+00,1.862492284723055835e+00,1.510044562711607030e+00,7.684219945303629729e-01,1.429061634725883545e+00,1.635853208044650398e+00,1.526062337888260512e+00,9.703040025161057125e-01,-1.494616888331002924e-01,-1.197978839586647082e+00,3.304547221012620328e-01,-2.337974653948016179e-01,-4.078982057811937345e-01,2.460326010745567671e-01,-7.980136447864918936e-02,-3.811944700429725080e-02,-9.252715481077419257e-01,-7.698898989528840664e-01,-1.200161999133885632e-01,-1.571559102127092045e+00,-1.266478670772205106e+00,-1.665259331180457991e+00,-1.273852319410961442e+00,-7.777988003848617105e-01,-9.589000471279059967e-01,-8.430968055070423572e-01
-1.297699075137221048e+00,-3.100930217393726984e-01,-6.254106523320794864e-01,7.595261584770814922e-01,5.301257601429760768e-01,5.600761528233263453e-01,1.073511500671283425e+00,9.486100104360900565e-01,1.485435055637199797e+00,2.208478221249164264e+00,2.424102862580445716e+00,1.794068219777526396e+00,7.623236259580549179e-01,2.235718806467088537e-01,1.144560164019377879e+00,1.048525587897974010e+00,1.451375966390069383e+00,-2.150275635173704569e-01,6.987621447492283755e-01,8.497214997348208065e-01,7.165262237365467302e-01,3.223227690902353282e-01,1.141128249033751985e+00,-8.344835570532725677e-02,-1.288720064878893012e+00,-7.062827896592414889e-02,-2.977128349253733708e-01,-2.020747813890280686e-01,-1.081840045427404640e+00,-1.273436938591108403e+00,-1.070871644157274982e+00,-5.872960261125665937e-01,1.207051365610368965e+00,1.160901797147168013e+00,5.224349673927286553e-01,1.426597372861578839e+00,1.745339796747399586e+00,2.036788893470644179e+00,8.006618804363260233e-01,1.760478517482668925e+00,1.359189861528220744e+00,2.661506019376744803e-01,8.861030206349133076e-01,1.150686040593630111e+00,1.108449709160446162e+00,6.752000390338522839e-01,9.961600310973528494e-01,-6.014488948540740454e-01,-1.117880172414268819e-01,-7.290250030513786283e-01,-7.895957089873330004e-01,-5.832233575960051875e-01,-2.117618814244197067e-01,2.818129814801910160e-01,-2.367424519839514963e-01,-3.704379992481743877e-01,-9.826797300365492926e-01,-1.769341385432871450e+00,-2.284942303842648403e+00,-2.046041629150479491e+00,-2.035932292710151525e+00,-1.729956077378091317e+00,-8.758510007749282789e-01,-4.959839685101099516e-01
-1.369893835624804712e+00,-1.713223623418912211e+00,-5.728843355952136784e-01,2.557364767172090048e-01,-2.109715103053718677e-01,1.444588684588908080e-02,1.265686706799497019e-01,7.696844468506743864e-01,1.931389586061925900e+00,2.102300038227348900e+00,1.973170448614873562e+00,1.794424471547946709e+00,1.188415841128084960e+00,2.856533002923343778e-01,8.771852140441532830e-01,9.854582119461775536e-01,8.013269778312597236e-01,6.023073220313120979e-01,1.198184826934857172e+00,1.697208876971312064e+00,2.368877697343675148e+00,1.126343007060111479e+00,1.524054811912528118e+00,2.308319005238412824e-01,-5.976477516249825150e-01,9.725037412114488911e-01,4.518748289144807612e-02,1.050328125682467695e+00,5.941143638538758376e-01,-1.529004385349511663e-01,-9.305919584014639145e-01,-1.071982309619185170e+00,1.343550408628628179e-01,9.347707966746912067e-01,8.864690383795279516e-01,3.364206818140237920e-01,9.939891129693134708e-01,8.535127266260265078e-01,3.797958437128338693e-01,7.085989773255556567e-01,1.278833627531078543e+00,9.162602872533683884e-01,2.304151122514654926e-01,2.849808178443575812e-01,6.215285990117522807e-01,1.334243642279187680e+00,5.343017977276158792e-01,-3.184409810349292935e-01,-4.479926635412266878e-01,-1.370142308798942166e+00,-7.183572610558136562e-01,-4.381295418388113094e-01,1.117081721487480084e-01,7.332637998732245421e-01,-5.617884339031000707e-01,-9.240828651764765311e-01,-1.513871901269528308e+00,-1.903582029515041851e+00,-2.488183517160292180e+00,-1.782509683271056078e+00,-1.652937468256620246e+00,-1.983808172431456684e+00,-7.399855266798524012e-01,-2.489489007915309249e-01
-8.231700705621483038e-01,-1.036659271451756181e+00,-3.792722856846019175e-01,6.878396457449453827e-02,-2.280345626668169312e-01,5.816460355060145693e-01,-3.668272214971695505e-02,1.801414649605493246e+00,2.173756491716052786e+00,1.051819038861319777e+00,1.028825024167745683e+00,1.192817010235866615e+00,2.985442069660116868e-02,3.866456086854886398e-01,4.675390017669423526e-01,3.294324106471482327e-01,1.013451985616781625e+00,5.294357934298565826e-01,3.797779908137080551e-01,1.679459647651482479e+00,1.956831905855071829e+00,2.173040093572643716e+00,1.333947108482167909e+00,1.375140228697750100e+00,1.419190850865528430e+00,2.656170624823041004e-01,3.490472104144674570e-01,1.161776098347578445e+00,1.396364406717714335e+00,4.246973106159098732e-01,-3.121295066628576031e-01,1.860105415372733106e-01,2.792922099169329875e-01,-3.561093253146517257e-01,1.004993020749014088e+00,1.375415518263784165e+00,5.916942185936878706e-01,1.521316895146261006e+00,6.828172851426214107e-01,1.241503226031470231e+00,3.471522699527427869e-01,1.303303411949367607e+00,4.970866555080135640e-01,5.354131809534143915e-01,7.617232093656445269e-01,1.219115830103076670e+00,1.697935619681159580e-01,1.111086061322980711e+00,7.658410279645377905e-01,-1.343422728736973326e+00,-2.268936749828763255e-01,4.123225054748475005e-01,5.779364451246309375e-01,5.078189716173473478e-01,-4.391390693703461356e-01,-2.158703600241343334e+00,-1.526215119485449634e+00,-1.857172201530693734e+00,-2.428230948558180113e+00,-1.811253069683069761e+00,-9.363153317223922301e-01,-8.754372867259475610e-01,-1.341508717556045172e+00,-2.477946645803101866e-01
-5.919510296356020884e-01,-6.309991496381538445e-01,-2.337519332707521102e-01,1.685121479722331839e-01,-6.284932600949545423e-01,-7.402371550128974409e-01,4.844887123155731112e-01,1.383327618017683891e+00,1.857549542275124921e+00,8.984589551431589882e-01,1.596262179364910994e+00,5.326936118829872502e-01,4.101098042129083243e-01,2.692284300698558619e-01,1.249531183722488947e+00,5.280567697909150926e-01,-3.156832366552928537e-01,1.417084806984942880e-01,5.790492807696525496e-02,9.700628116035912851e-02,1.558555277138514938e+00,1.358884217102161340e+00,1.951920715847905496e+00,1.468997379904858347e+00,1.163956385367213686e+00,1.179050647055608636e-01,5.086606891307915435e-01,3.512674121497790236e-01,4.638727918238674253e-01,4.199506911145494681e-01,4.657160466120481845e-01,1.640163155209704016e-01,1.256128301288274574e-01,-2.005076212486988085e-01,1.156639869801192155e+00,1.840000118321951428e+00,1.659294799065438308e+00,2.369559445573055534e+00,8.341240597312326033e-01,2.946941097836017209e-01,-9.672475418805968894e-02,9.536688073137438160e-01,1.889903597744081676e+00,6.504752712581374219e-01,-7.905280651646411083e-02,5.778042138975147957e-01,5.262174589056599627e-01,1.117809728945486469e+00,9.544137660560730874e-01,-6.067485063773422338e-01,-2.593910886820792183e-01,-8.047628529701933431e-02,-1.009683806413630203e+00,1.507715369398238137e-01,-7.732020065937439401e-01,-2.023216389628692990e+00,-2.011695708498358659e+00,-2.938571185003610253e+00,-2.200048281748356871e+00,-1.462369771595663615e+00,-4.112500819254790718e-01,-3.000752066352004310e-01,-2.952301559689184396e-01,-2.820764996478394293e-01
-2.485591368238823096e-01,-8.054226986755192996e-01,-1.536832082771951047e+00,-1.175522025385599273e-01,-3.760101005468226565e-01,3.758935728131376219e-01,1.694355119951910682e+00,1.898072517562823247e+00,1.538276800594434501e+00,5.211332199920417629e-01,9.673229308153716843e-01,7.839465690792591923e-01,4.037776317014404315e-01,1.293496132184784875e-01,1.315479238129355632e+00,1.615692147525835898e+00,3.269909536457834554e-01,-2.443071006160602021e-01,7.604732374281871765e-01,7.955456330115141528e-01,1.167590236435134710e+00,1.021260340833517910e+00,2.017695510187917041e+00,9.967720516108832252e-01,5.213187084815080752e-01,4.393206228400118318e-01,1.010736030654945550e+00,8.450314667993453766e-01,2.993523264856936539e-01,-3.874953873204656229e-01,6.240643665288270192e-01,-1.364448208369898885e-01,9.004562374461683172e-02,1.912935576922289438e-01,1.200005370550919714e+00,2.365271594819227552e+00,1.818569013813546853e+00,2.481284761415794904e+00,1.275825483017351880e+00,8.201915812832772934e-01,1.058088247905813795e+00,2.307319484403547727e-01,1.056251312178954294e+00,9.959945698919605572e-01,4.917629619967970322e-01,4.687144617987184514e-01,1.455638631350400614e+00,1.375935010621206045e+00,-3.227715257526615478e-01,-1.668569922374473657e+00,-1.481724489576902171e+00,1.953683924773406133e-01,-8.401359254858383752e-01,-2.827648168981445331e-01,-5.004473988442857679e-02,-9.246545179360849964e-01,-2.270815542165073975e+00,-2.231967883507345984e+00,-2.006967311534072707e+00,-2.495334878799620792e+00,-9.943925729395323154e-01,-7.290686098178145169e-01,-8.259274416227800897e-01,-1.091020142506863078e+00
